8,4,4,4,4,4,4,4,4,8
4,0,7,65,48,3,40,166,18,4
4,12,18,122,186,248,247,255,75,4
4,0,77,80,206,255,255,255,69,4
4,0,0,44,251,255,255,251,50,4
4,0,0,0,93,254,209,88,35,4
4,0,0,0,0,138,0,22,36,4
4,0,0,0,0,43,0,0,0,4
4,0,0,0,0,37,0,0,0,4
8,4,4,4,4,4,4,4,4,8
